period,coal_mw,natural_gas_mw,nuclear_mw,solar_mw,wind_mw,load_mw,iso,date_only
2026-02-20T03,0.0,9505.0,3293.0,0.0,745.0,18594,NYISO,2026-02-20
2026-02-20T04,0.0,9173.0,3297.0,0.0,725.0,17703,NYISO,2026-02-20
2026-02-20T05,0.0,8645.0,3292.0,0.0,803.0,16797,NYISO,2026-02-20
2026-02-20T06,0.0,7453.0,3296.0,0.0,909.0,16175,NYISO,2026-02-20
2026-02-20T07,0.0,6957.0,3288.0,0.0,974.0,15732,NYISO,2026-02-20
2026-02-20T08,0.0,6735.0,3220.0,0.0,1102.0,15446,NYISO,2026-02-20
2026-02-20T09,0.0,6482.0,3225.0,0.0,1243.0,15366,NYISO,2026-02-20
2026-02-20T10,0.0,6532.0,3286.0,0.0,1350.0,15568,NYISO,2026-02-20
2026-02-20T11,0.0,7295.0,3303.0,0.0,1358.0,16242,NYISO,2026-02-20
2026-02-20T12,0.0,8073.0,3304.0,0.0,1382.0,17330,NYISO,2026-02-20
2026-02-20T13,0.0,8773.0,3304.0,0.0,1472.0,18292,NYISO,2026-02-20
2026-02-20T14,0.0,9107.0,3306.0,0.0,1476.0,19016,NYISO,2026-02-20
2026-02-20T15,0.0,9028.0,3304.0,0.0,1571.0,19463,NYISO,2026-02-20
2026-02-20T16,0.0,9024.0,3309.0,0.0,1603.0,19708,NYISO,2026-02-20
2026-02-20T17,0.0,9145.0,3314.0,0.0,1657.0,19807,NYISO,2026-02-20
2026-02-20T18,0.0,9258.0,3313.0,0.0,1638.0,19805,NYISO,2026-02-20
2026-02-20T19,0.0,9198.0,3296.0,0.0,1592.0,19718,NYISO,2026-02-20
2026-02-20T20,0.0,9222.0,3300.0,0.0,1680.0,19647,NYISO,2026-02-20
2026-02-20T21,0.0,9550.0,3310.0,0.0,1636.0,19712,NYISO,2026-02-20
2026-02-20T22,0.0,9786.0,3307.0,0.0,1579.0,20103,NYISO,2026-02-20
2026-02-20T23,0.0,9914.0,3310.0,0.0,1383.0,20477,NYISO,2026-02-20
2026-02-21T00,0.0,9993.0,3295.0,0.0,1428.0,20410,NYISO,2026-02-21
2026-02-21T01,0.0,9621.0,3285.0,0.0,1354.0,19962,NYISO,2026-02-21
2026-02-21T02,0.0,8931.0,3282.0,0.0,1313.0,19445,NYISO,2026-02-21
2026-02-21T03,0.0,8701.0,3274.0,0.0,1453.0,18780,NYISO,2026-02-21
2026-02-21T04,0.0,8414.0,3273.0,0.0,1392.0,17949,NYISO,2026-02-21
2026-02-21T05,0.0,8163.0,3281.0,0.0,1319.0,17085,NYISO,2026-02-21
2026-02-21T06,0.0,7655.0,3224.0,0.0,1154.0,16455,NYISO,2026-02-21
2026-02-21T07,0.0,7363.0,3212.0,0.0,1122.0,15986,NYISO,2026-02-21
2026-02-21T08,0.0,6981.0,3140.0,0.0,1095.0,15656,NYISO,2026-02-21
2026-02-21T09,0.0,6915.0,3135.0,0.0,1037.0,15492,NYISO,2026-02-21
2026-02-21T10,0.0,7011.0,3149.0,0.0,864.0,15503,NYISO,2026-02-21
2026-02-21T11,0.0,7347.0,3284.0,0.0,658.0,15734,NYISO,2026-02-21
2026-02-21T12,0.0,7872.0,3299.0,0.0,538.0,16240,NYISO,2026-02-21
2026-02-21T13,0.0,8134.0,3313.0,0.0,450.0,16699,NYISO,2026-02-21
2026-02-21T14,0.0,8430.0,3319.0,0.0,387.0,17111,NYISO,2026-02-21
2026-02-21T15,0.0,8690.0,3323.0,0.0,316.0,17273,NYISO,2026-02-21
2026-02-21T16,0.0,8871.0,3311.0,0.0,284.0,17168,NYISO,2026-02-21
2026-02-21T17,0.0,8646.0,3299.0,0.0,244.0,17061,NYISO,2026-02-21
2026-02-21T18,0.0,8697.0,3305.0,0.0,173.0,17072,NYISO,2026-02-21
2026-02-21T19,0.0,8458.0,3312.0,0.0,129.0,16979,NYISO,2026-02-21
2026-02-21T20,0.0,8418.0,3323.0,0.0,111.0,16981,NYISO,2026-02-21
2026-02-21T21,0.0,8700.0,3325.0,0.0,80.0,17320,NYISO,2026-02-21
2026-02-21T22,0.0,9234.0,3335.0,0.0,42.0,17872,NYISO,2026-02-21
2026-02-21T23,0.0,9859.0,3349.0,0.0,24.0,18637,NYISO,2026-02-21
2026-02-22T00,0.0,10007.0,3346.0,0.0,22.0,18924,NYISO,2026-02-22
2026-02-22T01,0.0,9881.0,3325.0,0.0,21.0,18739,NYISO,2026-02-22
2026-02-22T02,0.0,9441.0,3310.0,0.0,45.0,18411,NYISO,2026-02-22
2026-02-22T03,0.0,8615.0,3292.0,0.0,56.0,17926,NYISO,2026-02-22
2026-02-22T04,0.0,8490.0,3292.0,0.0,73.0,17301,NYISO,2026-02-22
2026-02-22T05,0.0,7990.0,3284.0,0.0,81.0,16661,NYISO,2026-02-22
2026-02-22T06,0.0,7919.0,3294.0,0.0,100.0,16141,NYISO,2026-02-22
2026-02-22T07,0.0,7795.0,3229.0,0.0,145.0,15731,NYISO,2026-02-22
2026-02-22T08,0.0,7789.0,3162.0,0.0,144.0,15399,NYISO,2026-02-22
2026-02-22T09,0.0,7819.0,3164.0,0.0,153.0,15226,NYISO,2026-02-22
2026-02-22T10,0.0,7853.0,3166.0,0.0,156.0,15253,NYISO,2026-02-22
2026-02-22T11,0.0,8095.0,3320.0,0.0,178.0,15485,NYISO,2026-02-22
2026-02-22T12,0.0,8343.0,3331.0,0.0,174.0,15929,NYISO,2026-02-22
2026-02-22T13,0.0,8654.0,3322.0,0.0,154.0,16436,NYISO,2026-02-22
2026-02-22T14,0.0,9344.0,3321.0,0.0,133.0,17079,NYISO,2026-02-22
2026-02-22T15,0.0,9228.0,3313.0,0.0,194.0,17459,NYISO,2026-02-22
2026-02-22T16,0.0,9244.0,3290.0,0.0,240.0,17671,NYISO,2026-02-22
2026-02-22T17,0.0,9046.0,3280.0,0.0,203.0,17922,NYISO,2026-02-22
2026-02-22T18,0.0,9088.0,3279.0,0.0,170.0,18184,NYISO,2026-02-22
2026-02-22T19,0.0,9184.0,3276.0,0.0,164.0,18285,NYISO,2026-02-22
2026-02-22T20,0.0,9113.0,3279.0,0.0,215.0,18578,NYISO,2026-02-22
2026-02-22T21,0.0,9548.0,3298.0,0.0,282.0,18994,NYISO,2026-02-22
2026-02-22T22,0.0,10336.0,3309.0,0.0,377.0,19581,NYISO,2026-02-22
2026-02-22T23,0.0,11020.0,3306.0,0.0,440.0,20312,NYISO,2026-02-22
2026-02-23T00,0.0,11133.0,3309.0,0.0,381.0,20523,NYISO,2026-02-23
2026-02-23T01,0.0,11127.0,3318.0,0.0,427.0,20159,NYISO,2026-02-23
2026-02-23T02,0.0,10224.0,3292.0,0.0,460.0,19658,NYISO,2026-02-23
2026-02-23T03,0.0,9554.0,3279.0,0.0,384.0,19049,NYISO,2026-02-23
2026-02-23T04,0.0,9038.0,3294.0,0.0,408.0,18243,NYISO,2026-02-23
2026-02-23T05,0.0,8814.0,3308.0,0.0,309.0,17445,NYISO,2026-02-23
2026-02-23T06,0.0,8549.0,3316.0,0.0,293.0,16912,NYISO,2026-02-23
2026-02-23T07,0.0,8410.0,3236.0,0.0,298.0,16525,NYISO,2026-02-23
2026-02-23T08,0.0,8433.0,3238.0,0.0,259.0,16303,NYISO,2026-02-23
2026-02-23T09,0.0,8516.0,3244.0,0.0,238.0,16250,NYISO,2026-02-23
2026-02-23T10,0.0,8614.0,3241.0,0.0,259.0,16483,NYISO,2026-02-23
2026-02-23T11,0.0,8984.0,3337.0,0.0,316.0,17064,NYISO,2026-02-23
2026-02-23T12,0.0,9315.0,3349.0,0.0,320.0,17970,NYISO,2026-02-23
2026-02-23T13,0.0,9430.0,3321.0,0.0,373.0,18579,NYISO,2026-02-23
2026-02-23T14,0.0,9453.0,3321.0,0.0,399.0,19061,NYISO,2026-02-23
2026-02-23T15,0.0,9456.0,3307.0,0.0,384.0,19247,NYISO,2026-02-23
2026-02-23T16,0.0,9480.0,3308.0,0.0,410.0,19299,NYISO,2026-02-23
2026-02-23T17,0.0,9147.0,3280.0,0.0,486.0,19263,NYISO,2026-02-23
2026-02-23T18,0.0,9328.0,3275.0,0.0,635.0,19242,NYISO,2026-02-23
2026-02-23T19,0.0,9148.0,3278.0,0.0,709.0,19176,NYISO,2026-02-23
2026-02-23T20,0.0,9070.0,3273.0,0.0,703.0,19242,NYISO,2026-02-23
2026-02-23T21,0.0,9110.0,3266.0,0.0,687.0,19369,NYISO,2026-02-23
2026-02-23T22,0.0,9356.0,3258.0,0.0,611.0,19955,NYISO,2026-02-23
2026-02-23T23,0.0,10167.0,3277.0,0.0,542.0,20825,NYISO,2026-02-23
2026-02-24T00,0.0,10545.0,3278.0,0.0,697.0,21211,NYISO,2026-02-24
2026-02-24T01,0.0,10887.0,3292.0,0.0,810.0,20857,NYISO,2026-02-24
2026-02-24T02,0.0,10767.0,3294.0,0.0,869.0,20356,NYISO,2026-02-24
2026-02-24T03,0.0,10463.0,3286.0,0.0,902.0,19640,NYISO,2026-02-24
2026-02-24T04,0.0,10145.0,3289.0,0.0,956.0,18779,NYISO,2026-02-24
2026-02-24T05,0.0,9534.0,3293.0,0.0,930.0,17915,NYISO,2026-02-24
2026-02-24T06,0.0,8810.0,3276.0,0.0,899.0,17334,NYISO,2026-02-24
2026-02-24T07,0.0,8765.0,3287.0,0.0,895.0,16986,NYISO,2026-02-24
2026-02-24T08,0.0,8700.0,3285.0,0.0,882.0,16766,NYISO,2026-02-24
2026-02-24T09,0.0,8759.0,3298.0,0.0,867.0,16776,NYISO,2026-02-24
2026-02-24T10,0.0,9138.0,3340.0,0.0,847.0,17086,NYISO,2026-02-24
2026-02-24T11,0.0,9574.0,3342.0,0.0,819.0,17821,NYISO,2026-02-24
2026-02-24T12,0.0,10444.0,3343.0,0.0,760.0,19098,NYISO,2026-02-24
2026-02-24T13,0.0,10791.0,3327.0,0.0,678.0,19895,NYISO,2026-02-24
2026-02-24T14,0.0,10668.0,3327.0,0.0,774.0,20045,NYISO,2026-02-24
2026-02-24T15,0.0,10669.0,3324.0,0.0,821.0,19867,NYISO,2026-02-24
2026-02-24T16,0.0,9654.0,3314.0,0.0,761.0,19633,NYISO,2026-02-24
2026-02-24T17,0.0,9598.0,3295.0,0.0,703.0,19368,NYISO,2026-02-24
2026-02-24T18,0.0,9340.0,3294.0,0.0,805.0,19058,NYISO,2026-02-24
2026-02-24T19,0.0,8879.0,3289.0,0.0,777.0,18937,NYISO,2026-02-24
2026-02-24T20,0.0,8761.0,3282.0,0.0,698.0,18939,NYISO,2026-02-24
2026-02-24T21,0.0,8889.0,3290.0,0.0,574.0,19194,NYISO,2026-02-24
2026-02-24T22,0.0,10143.0,3291.0,0.0,411.0,20097,NYISO,2026-02-24
2026-02-24T23,0.0,11514.0,3291.0,0.0,172.0,21410,NYISO,2026-02-24
2026-02-25T00,0.0,11874.0,3285.0,0.0,177.0,22030,NYISO,2026-02-25
2026-02-25T01,0.0,11825.0,3286.0,0.0,384.0,21857,NYISO,2026-02-25
2026-02-25T02,0.0,11565.0,3289.0,0.0,700.0,21359,NYISO,2026-02-25
2026-02-25T03,0.0,11207.0,3294.0,0.0,909.0,20552,NYISO,2026-02-25
2026-02-25T04,0.0,10790.0,3295.0,0.0,1049.0,19582,NYISO,2026-02-25
2026-02-25T05,0.0,9815.0,3285.0,0.0,1054.0,18628,NYISO,2026-02-25
2026-02-25T06,0.0,9295.0,3298.0,0.0,1010.0,17971,NYISO,2026-02-25
2026-02-25T07,0.0,9031.0,3293.0,0.0,1134.0,17530,NYISO,2026-02-25
2026-02-25T08,0.0,9024.0,3277.0,0.0,1235.0,17229,NYISO,2026-02-25
2026-02-25T09,0.0,8879.0,3308.0,0.0,1320.0,17067,NYISO,2026-02-25
2026-02-25T10,0.0,8998.0,3335.0,0.0,1271.0,17170,NYISO,2026-02-25
2026-02-25T11,0.0,9424.0,3341.0,0.0,1302.0,17823,NYISO,2026-02-25
2026-02-25T12,0.0,10029.0,3318.0,0.0,1200.0,19086,NYISO,2026-02-25
2026-02-25T13,0.0,10736.0,3289.0,0.0,1065.0,20027,NYISO,2026-02-25
2026-02-25T14,0.0,10860.0,3290.0,0.0,1044.0,20566,NYISO,2026-02-25
2026-02-25T15,0.0,10746.0,3294.0,0.0,1097.0,20657,NYISO,2026-02-25
2026-02-25T16,0.0,10816.0,3246.0,0.0,1159.0,20422,NYISO,2026-02-25
2026-02-25T17,0.0,10705.0,3156.0,0.0,1133.0,19955,NYISO,2026-02-25
2026-02-25T18,0.0,10579.0,3130.0,0.0,1080.0,19317,NYISO,2026-02-25
2026-02-25T19,0.0,10194.0,3083.0,0.0,1132.0,18900,NYISO,2026-02-25
2026-02-25T20,0.0,9894.0,3075.0,0.0,1083.0,18653,NYISO,2026-02-25
2026-02-25T21,0.0,10074.0,3133.0,0.0,1198.0,18924,NYISO,2026-02-25
2026-02-25T22,0.0,10594.0,3258.0,0.0,1285.0,19466,NYISO,2026-02-25
2026-02-25T23,0.0,11204.0,3276.0,0.0,1253.0,20300,NYISO,2026-02-25
2026-02-26T00,0.0,11532.0,3291.0,0.0,1438.0,20731,NYISO,2026-02-26
2026-02-26T01,0.0,11424.0,3282.0,0.0,1472.0,20480,NYISO,2026-02-26
2026-02-26T02,0.0,11126.0,3271.0,0.0,1264.0,19940,NYISO,2026-02-26
2026-02-26T03,0.0,10664.0,3254.0,0.0,1161.0,19165,NYISO,2026-02-26
2026-02-26T04,0.0,10152.0,3249.0,0.0,1147.0,18153,NYISO,2026-02-26
2026-02-26T05,0.0,9746.0,3251.0,0.0,992.0,17210,NYISO,2026-02-26
2026-02-26T06,0.0,9190.0,3265.0,0.0,973.0,16547,NYISO,2026-02-26
2026-02-26T07,0.0,8813.0,3235.0,0.0,850.0,16127,NYISO,2026-02-26
2026-02-26T08,0.0,8413.0,3203.0,0.0,941.0,15894,NYISO,2026-02-26
2026-02-26T09,0.0,8378.0,3200.0,0.0,857.0,15889,NYISO,2026-02-26
2026-02-26T10,0.0,8888.0,3208.0,0.0,719.0,16172,NYISO,2026-02-26
2026-02-26T11,0.0,9829.0,3294.0,0.0,693.0,17013,NYISO,2026-02-26
2026-02-26T12,0.0,10960.0,3308.0,0.0,578.0,18396,NYISO,2026-02-26
2026-02-26T13,0.0,11276.0,3305.0,0.0,541.0,19114,NYISO,2026-02-26
2026-02-26T14,0.0,11226.0,3307.0,0.0,548.0,18984,NYISO,2026-02-26
2026-02-26T15,0.0,10899.0,3310.0,0.0,535.0,18475,NYISO,2026-02-26
2026-02-26T16,0.0,10215.0,3302.0,0.0,386.0,17856,NYISO,2026-02-26
2026-02-26T17,0.0,9467.0,3265.0,0.0,270.0,17198,NYISO,2026-02-26
2026-02-26T18,0.0,9051.0,3149.0,0.0,386.0,16768,NYISO,2026-02-26
2026-02-26T19,0.0,8907.0,3118.0,0.0,255.0,16554,NYISO,2026-02-26
2026-02-26T20,0.0,8985.0,3139.0,0.0,214.0,16603,NYISO,2026-02-26
2026-02-26T21,0.0,9352.0,3217.0,0.0,239.0,17202,NYISO,2026-02-26
2026-02-26T22,0.0,10615.0,3266.0,0.0,220.0,18583,NYISO,2026-02-26
2026-02-26T23,0.0,11550.0,3295.0,0.0,94.0,19839,NYISO,2026-02-26
2026-02-27T00,0.0,12010.0,3310.0,0.0,94.0,20372,NYISO,2026-02-27
2026-02-27T01,0.0,11973.0,3312.0,0.0,98.0,20165,NYISO,2026-02-27
2026-02-27T02,0.0,11733.0,3305.0,0.0,89.0,19745,NYISO,2026-02-27
2026-02-27T03,0.0,11461.0,3268.0,0.0,173.0,19148,NYISO,2026-02-27
2026-02-27T04,0.0,10833.0,3271.0,0.0,276.0,18290,NYISO,2026-02-27
2026-02-27T05,0.0,9803.0,3265.0,0.0,466.0,17486,NYISO,2026-02-27
2026-02-27T06,0.0,9098.0,3281.0,0.0,625.0,16936,NYISO,2026-02-27
2026-02-27T07,0.0,8703.0,3282.0,0.0,692.0,16596,NYISO,2026-02-27
2026-02-27T08,0.0,8404.0,3294.0,0.0,717.0,16399,NYISO,2026-02-27
2026-02-27T09,0.0,8465.0,3296.0,0.0,716.0,16375,NYISO,2026-02-27
2026-02-27T10,0.0,8779.0,3307.0,0.0,750.0,16680,NYISO,2026-02-27
2026-02-27T11,0.0,9505.0,3296.0,0.0,756.0,17516,NYISO,2026-02-27
2026-02-27T12,0.0,10731.0,3283.0,0.0,890.0,18871,NYISO,2026-02-27
2026-02-27T13,0.0,10847.0,3274.0,0.0,895.0,19231,NYISO,2026-02-27
2026-02-27T14,0.0,9748.0,3281.0,0.0,772.0,18186,NYISO,2026-02-27
2026-02-27T15,0.0,8342.0,3288.0,0.0,741.0,17228,NYISO,2026-02-27
2026-02-27T16,0.0,7983.0,3287.0,0.0,737.0,16670,NYISO,2026-02-27
2026-02-27T17,0.0,7661.0,3280.0,0.0,733.0,16269,NYISO,2026-02-27
2026-02-27T18,0.0,7143.0,3208.0,0.0,803.0,15841,NYISO,2026-02-27
2026-02-27T19,0.0,6879.0,3130.0,0.0,921.0,15585,NYISO,2026-02-27
2026-02-27T20,0.0,6958.0,3117.0,0.0,888.0,15650,NYISO,2026-02-27
2026-02-27T21,0.0,7285.0,3232.0,0.0,732.0,16294,NYISO,2026-02-27
2026-02-27T22,0.0,8057.0,3235.0,0.0,478.0,17654,NYISO,2026-02-27
2026-02-27T23,0.0,9286.0,3246.0,0.0,410.0,19073,NYISO,2026-02-27
2026-02-28T00,0.0,9930.0,3256.0,0.0,708.0,19659,NYISO,2026-02-28
2026-02-28T01,0.0,9370.0,3258.0,0.0,1134.0,19443,NYISO,2026-02-28
2026-02-28T02,0.0,9371.0,3246.0,0.0,1442.0,19066,NYISO,2026-02-28
2026-02-28T03,0.0,8869.0,3238.0,0.0,1597.0,18544,NYISO,2026-02-28
2026-02-28T04,0.0,8380.0,3249.0,0.0,1787.0,17829,NYISO,2026-02-28
2026-02-28T05,0.0,7666.0,3247.0,0.0,1931.0,17050,NYISO,2026-02-28
2026-02-28T06,0.0,7294.0,3251.0,0.0,2087.0,16470,NYISO,2026-02-28
2026-02-28T07,0.0,6950.0,3184.0,0.0,2147.0,16021,NYISO,2026-02-28
2026-02-28T08,0.0,6949.0,3172.0,0.0,2212.0,15749,NYISO,2026-02-28
2026-02-28T09,0.0,6922.0,3174.0,0.0,2224.0,15591,NYISO,2026-02-28
2026-02-28T10,0.0,6926.0,3191.0,0.0,2248.0,15642,NYISO,2026-02-28
2026-02-28T11,0.0,7064.0,3271.0,0.0,2318.0,15910,NYISO,2026-02-28
2026-02-28T12,0.0,7296.0,3265.0,0.0,2306.0,16389,NYISO,2026-02-28
2026-02-28T13,0.0,7456.0,3269.0,0.0,2195.0,16562,NYISO,2026-02-28
2026-02-28T14,0.0,7155.0,3269.0,0.0,2121.0,16307,NYISO,2026-02-28
2026-02-28T15,0.0,6543.0,3280.0,0.0,2023.0,15810,NYISO,2026-02-28
2026-02-28T16,0.0,5847.0,3263.0,0.0,1823.0,15022,NYISO,2026-02-28
2026-02-28T17,0.0,5409.0,3175.0,0.0,1467.0,14128,NYISO,2026-02-28
