period,coal_mw,natural_gas_mw,nuclear_mw,solar_mw,wind_mw,load_mw,iso,date_only
2026-03-09T11,0.0,7663.0,2109.0,0.0,1879.0,16097,NYISO,2026-03-09
2026-03-09T12,0.0,8461.0,2092.0,0.0,1922.0,17128,NYISO,2026-03-09
2026-03-09T13,0.0,8055.0,2101.0,0.0,1913.0,16702,NYISO,2026-03-09
2026-03-09T14,0.0,6958.0,2067.0,0.0,1704.0,15414,NYISO,2026-03-09
2026-03-09T15,0.0,5672.0,2043.0,0.0,1704.0,14220,NYISO,2026-03-09
2026-03-09T16,0.0,4868.0,1941.0,0.0,1638.0,13431,NYISO,2026-03-09
2026-03-09T17,0.0,4713.0,1926.0,0.0,1706.0,13069,NYISO,2026-03-09
2026-03-09T18,0.0,4689.0,1919.0,0.0,1812.0,12951,NYISO,2026-03-09
2026-03-09T19,0.0,4687.0,1919.0,0.0,1893.0,12953,NYISO,2026-03-09
2026-03-09T20,0.0,4781.0,1930.0,0.0,1882.0,13242,NYISO,2026-03-09
2026-03-09T21,0.0,5201.0,2028.0,0.0,1875.0,13926,NYISO,2026-03-09
2026-03-09T22,0.0,6413.0,2041.0,0.0,1799.0,15364,NYISO,2026-03-09
2026-03-09T23,0.0,8029.0,2076.0,0.0,1578.0,16640,NYISO,2026-03-09
2026-03-10T00,0.0,8413.0,2082.0,0.0,1567.0,17270,NYISO,2026-03-10
2026-03-10T01,0.0,8511.0,2092.0,0.0,1661.0,17052,NYISO,2026-03-10
2026-03-10T02,0.0,7652.0,2081.0,0.0,1891.0,16409,NYISO,2026-03-10
2026-03-10T03,0.0,7326.0,2096.0,0.0,1859.0,15499,NYISO,2026-03-10
2026-03-10T04,0.0,5890.0,2064.0,0.0,2107.0,14591,NYISO,2026-03-10
2026-03-10T05,0.0,4888.0,2018.0,0.0,2079.0,13951,NYISO,2026-03-10
2026-03-10T06,0.0,4700.0,2015.0,0.0,1945.0,13473,NYISO,2026-03-10
2026-03-10T07,0.0,4624.0,2005.0,0.0,1784.0,13204,NYISO,2026-03-10
2026-03-10T08,0.0,4621.0,2003.0,0.0,1636.0,13122,NYISO,2026-03-10
2026-03-10T09,0.0,4703.0,2005.0,0.0,1405.0,13339,NYISO,2026-03-10
2026-03-10T10,0.0,5351.0,2080.0,0.0,1321.0,14121,NYISO,2026-03-10
2026-03-10T11,0.0,6718.0,2085.0,0.0,1195.0,15561,NYISO,2026-03-10
2026-03-10T12,0.0,8070.0,2091.0,0.0,1140.0,16520,NYISO,2026-03-10
2026-03-10T13,0.0,7649.0,2099.0,0.0,985.0,16091,NYISO,2026-03-10
2026-03-10T14,0.0,6274.0,2093.0,0.0,680.0,15003,NYISO,2026-03-10
2026-03-10T15,0.0,5549.0,2078.0,0.0,548.0,14215,NYISO,2026-03-10
2026-03-10T16,0.0,5083.0,2064.0,0.0,595.0,13835,NYISO,2026-03-10
2026-03-10T17,0.0,5075.0,2068.0,0.0,556.0,13848,NYISO,2026-03-10
2026-03-10T18,0.0,5215.0,2073.0,0.0,452.0,13973,NYISO,2026-03-10
2026-03-10T19,0.0,5345.0,2075.0,0.0,325.0,14207,NYISO,2026-03-10
2026-03-10T20,0.0,5595.0,2076.0,0.0,315.0,14679,NYISO,2026-03-10
2026-03-10T21,0.0,6317.0,2087.0,0.0,312.0,15381,NYISO,2026-03-10
2026-03-10T22,0.0,7021.0,2102.0,0.0,306.0,16299,NYISO,2026-03-10
2026-03-10T23,0.0,7868.0,2117.0,0.0,363.0,16908,NYISO,2026-03-10
2026-03-11T00,0.0,8183.0,2125.0,0.0,313.0,17252,NYISO,2026-03-11
2026-03-11T01,0.0,7983.0,2123.0,0.0,442.0,16931,NYISO,2026-03-11
2026-03-11T02,0.0,7600.0,2126.0,0.0,577.0,16228,NYISO,2026-03-11
2026-03-11T03,0.0,6861.0,2096.0,0.0,532.0,15342,NYISO,2026-03-11
2026-03-11T04,0.0,6189.0,2102.0,0.0,484.0,14429,NYISO,2026-03-11
2026-03-11T05,0.0,6408.0,2143.0,0.0,418.0,13774,NYISO,2026-03-11
2026-03-11T06,0.0,6441.0,2130.0,0.0,455.0,13289,NYISO,2026-03-11
2026-03-11T07,0.0,6078.0,2103.0,0.0,571.0,12998,NYISO,2026-03-11
2026-03-11T08,0.0,5921.0,2093.0,0.0,809.0,12873,NYISO,2026-03-11
2026-03-11T09,0.0,5925.0,2087.0,0.0,1110.0,13064,NYISO,2026-03-11
2026-03-11T10,0.0,5971.0,2080.0,0.0,1374.0,13821,NYISO,2026-03-11
2026-03-11T11,0.0,6900.0,2100.0,0.0,1580.0,15221,NYISO,2026-03-11
2026-03-11T12,0.0,7776.0,2114.0,0.0,1573.0,16255,NYISO,2026-03-11
2026-03-11T13,0.0,7681.0,2138.0,0.0,1561.0,16251,NYISO,2026-03-11
2026-03-11T14,0.0,6982.0,2104.0,0.0,1540.0,16016,NYISO,2026-03-11
2026-03-11T15,0.0,6662.0,2089.0,0.0,1352.0,15573,NYISO,2026-03-11
2026-03-11T16,0.0,6421.0,2092.0,0.0,1100.0,15143,NYISO,2026-03-11
2026-03-11T17,0.0,5685.0,2082.0,0.0,1029.0,14847,NYISO,2026-03-11
2026-03-11T18,0.0,5823.0,2024.0,0.0,1192.0,15211,NYISO,2026-03-11
2026-03-11T19,0.0,5773.0,2065.0,0.0,1561.0,15644,NYISO,2026-03-11
2026-03-11T20,0.0,6438.0,2082.0,0.0,1579.0,16124,NYISO,2026-03-11
2026-03-11T21,0.0,6866.0,2084.0,0.0,1499.0,16474,NYISO,2026-03-11
2026-03-11T22,0.0,7498.0,2090.0,0.0,1447.0,16877,NYISO,2026-03-11
2026-03-11T23,0.0,7911.0,2077.0,0.0,1443.0,17205,NYISO,2026-03-11
2026-03-12T00,0.0,8189.0,2100.0,0.0,1284.0,17496,NYISO,2026-03-12
2026-03-12T01,0.0,7791.0,2097.0,0.0,1354.0,17090,NYISO,2026-03-12
2026-03-12T02,0.0,7229.0,2080.0,0.0,1419.0,16418,NYISO,2026-03-12
2026-03-12T03,0.0,6634.0,2068.0,0.0,1621.0,15468,NYISO,2026-03-12
2026-03-12T04,0.0,6193.0,2068.0,0.0,1791.0,14528,NYISO,2026-03-12
2026-03-12T05,0.0,5874.0,2066.0,0.0,1656.0,13876,NYISO,2026-03-12
2026-03-12T06,0.0,5621.0,2017.0,0.0,1653.0,13454,NYISO,2026-03-12
2026-03-12T07,0.0,5218.0,2013.0,0.0,1588.0,13185,NYISO,2026-03-12
2026-03-12T08,0.0,5067.0,2026.0,0.0,1733.0,13032,NYISO,2026-03-12
2026-03-12T09,0.0,5232.0,2033.0,0.0,1780.0,13210,NYISO,2026-03-12
2026-03-12T10,0.0,5532.0,2079.0,0.0,1860.0,14013,NYISO,2026-03-12
2026-03-12T11,0.0,6556.0,2088.0,0.0,1881.0,15472,NYISO,2026-03-12
2026-03-12T12,0.0,6983.0,2098.0,0.0,1867.0,16688,NYISO,2026-03-12
2026-03-12T13,0.0,6869.0,2109.0,0.0,1843.0,17217,NYISO,2026-03-12
2026-03-12T14,0.0,6966.0,2107.0,0.0,1815.0,17445,NYISO,2026-03-12
2026-03-12T15,0.0,7163.0,2112.0,0.0,1824.0,17522,NYISO,2026-03-12
2026-03-12T16,0.0,7218.0,2108.0,0.0,1829.0,17548,NYISO,2026-03-12
2026-03-12T17,0.0,7273.0,2094.0,0.0,1760.0,17364,NYISO,2026-03-12
2026-03-12T18,0.0,7344.0,2081.0,0.0,1742.0,17289,NYISO,2026-03-12
2026-03-12T19,0.0,7383.0,2068.0,0.0,1745.0,17453,NYISO,2026-03-12
2026-03-12T20,0.0,8066.0,2068.0,0.0,1709.0,17667,NYISO,2026-03-12
2026-03-12T21,0.0,8303.0,2078.0,0.0,1751.0,18064,NYISO,2026-03-12
2026-03-12T22,0.0,8568.0,2097.0,0.0,1759.0,18617,NYISO,2026-03-12
2026-03-12T23,0.0,8782.0,2103.0,0.0,1682.0,19016,NYISO,2026-03-12
2026-03-13T00,0.0,8842.0,2098.0,0.0,1608.0,19283,NYISO,2026-03-13
2026-03-13T01,0.0,8727.0,2098.0,0.0,1225.0,18951,NYISO,2026-03-13
2026-03-13T02,0.0,8652.0,2105.0,0.0,923.0,18240,NYISO,2026-03-13
2026-03-13T03,0.0,8497.0,2100.0,0.0,806.0,17316,NYISO,2026-03-13
2026-03-13T04,0.0,7464.0,2084.0,0.0,737.0,16364,NYISO,2026-03-13
2026-03-13T05,0.0,6579.0,2012.0,0.0,812.0,15642,NYISO,2026-03-13
2026-03-13T06,0.0,6406.0,2007.0,0.0,683.0,15298,NYISO,2026-03-13
2026-03-13T07,0.0,6429.0,1955.0,0.0,684.0,15020,NYISO,2026-03-13
2026-03-13T08,0.0,6759.0,1969.0,0.0,699.0,14949,NYISO,2026-03-13
2026-03-13T09,0.0,6688.0,1927.0,0.0,527.0,15184,NYISO,2026-03-13
2026-03-13T10,0.0,6946.0,2075.0,0.0,435.0,16016,NYISO,2026-03-13
2026-03-13T11,0.0,8057.0,2081.0,0.0,397.0,17372,NYISO,2026-03-13
2026-03-13T12,0.0,8685.0,2081.0,0.0,450.0,18239,NYISO,2026-03-13
2026-03-13T13,0.0,8143.0,2091.0,0.0,597.0,17936,NYISO,2026-03-13
2026-03-13T14,0.0,7283.0,2077.0,0.0,710.0,17299,NYISO,2026-03-13
2026-03-13T15,0.0,6726.0,2062.0,0.0,805.0,16995,NYISO,2026-03-13
2026-03-13T16,0.0,6770.0,2068.0,0.0,825.0,17106,NYISO,2026-03-13
2026-03-13T17,0.0,6748.0,2073.0,0.0,934.0,17292,NYISO,2026-03-13
2026-03-13T18,0.0,7139.0,2083.0,0.0,1134.0,17687,NYISO,2026-03-13
2026-03-13T19,0.0,7121.0,2069.0,0.0,1229.0,17721,NYISO,2026-03-13
2026-03-13T20,0.0,7222.0,2060.0,0.0,1286.0,17850,NYISO,2026-03-13
2026-03-13T21,0.0,7700.0,2067.0,0.0,1332.0,18257,NYISO,2026-03-13
2026-03-13T22,0.0,8518.0,2091.0,0.0,1311.0,18733,NYISO,2026-03-13
2026-03-13T23,0.0,8734.0,2097.0,0.0,1287.0,18899,NYISO,2026-03-13
2026-03-14T00,0.0,8989.0,2103.0,0.0,1177.0,19018,NYISO,2026-03-14
2026-03-14T01,0.0,8750.0,2102.0,0.0,1356.0,18685,NYISO,2026-03-14
2026-03-14T02,0.0,8313.0,2100.0,0.0,1405.0,18118,NYISO,2026-03-14
2026-03-14T03,0.0,8009.0,2097.0,0.0,1514.0,17282,NYISO,2026-03-14
2026-03-14T04,0.0,7289.0,2083.0,0.0,1529.0,16387,NYISO,2026-03-14
2026-03-14T05,0.0,6627.0,2090.0,0.0,1519.0,15647,NYISO,2026-03-14
2026-03-14T06,0.0,6041.0,2039.0,0.0,1506.0,15144,NYISO,2026-03-14
2026-03-14T07,0.0,5844.0,1976.0,0.0,1376.0,14826,NYISO,2026-03-14
2026-03-14T08,0.0,5946.0,1976.0,0.0,1340.0,14634,NYISO,2026-03-14
2026-03-14T09,0.0,6033.0,1977.0,0.0,1329.0,14674,NYISO,2026-03-14
2026-03-14T10,0.0,6374.0,2037.0,0.0,1350.0,14955,NYISO,2026-03-14
2026-03-14T11,0.0,6777.0,2086.0,0.0,1525.0,15533,NYISO,2026-03-14
2026-03-14T12,0.0,7155.0,2075.0,0.0,1709.0,16110,NYISO,2026-03-14
2026-03-14T13,0.0,7252.0,2097.0,0.0,1841.0,16325,NYISO,2026-03-14
2026-03-14T14,0.0,6762.0,2100.0,0.0,1864.0,16253,NYISO,2026-03-14
2026-03-14T15,0.0,6271.0,2074.0,0.0,1856.0,16029,NYISO,2026-03-14
2026-03-14T16,0.0,5981.0,2023.0,0.0,1852.0,15773,NYISO,2026-03-14
2026-03-14T17,0.0,5847.0,2007.0,0.0,1972.0,15422,NYISO,2026-03-14
2026-03-14T18,0.0,5512.0,1975.0,0.0,1911.0,14974,NYISO,2026-03-14
2026-03-14T19,0.0,5171.0,1974.0,0.0,1898.0,14657,NYISO,2026-03-14
2026-03-14T20,0.0,5142.0,2067.0,0.0,1959.0,14619,NYISO,2026-03-14
2026-03-14T21,0.0,5386.0,2068.0,0.0,1827.0,15077,NYISO,2026-03-14
2026-03-14T22,0.0,6230.0,2067.0,0.0,1626.0,15968,NYISO,2026-03-14
2026-03-14T23,0.0,7304.0,2073.0,0.0,1301.0,16991,NYISO,2026-03-14
2026-03-15T00,0.0,7912.0,2088.0,0.0,1044.0,17668,NYISO,2026-03-15
2026-03-15T01,0.0,8139.0,2111.0,0.0,879.0,17610,NYISO,2026-03-15
2026-03-15T02,0.0,7713.0,2089.0,0.0,812.0,17178,NYISO,2026-03-15
2026-03-15T03,0.0,7456.0,2097.0,0.0,694.0,16646,NYISO,2026-03-15
2026-03-15T04,0.0,7157.0,2106.0,0.0,581.0,16017,NYISO,2026-03-15
2026-03-15T05,0.0,6593.0,2103.0,0.0,518.0,15460,NYISO,2026-03-15
2026-03-15T06,0.0,6202.0,2045.0,0.0,419.0,15027,NYISO,2026-03-15
2026-03-15T07,0.0,5922.0,2040.0,0.0,431.0,14735,NYISO,2026-03-15
2026-03-15T08,0.0,5886.0,2033.0,0.0,382.0,14563,NYISO,2026-03-15
2026-03-15T09,0.0,5914.0,2025.0,0.0,364.0,14593,NYISO,2026-03-15
2026-03-15T10,0.0,6165.0,2090.0,0.0,393.0,14814,NYISO,2026-03-15
2026-03-15T11,0.0,6438.0,2084.0,0.0,556.0,15231,NYISO,2026-03-15
2026-03-15T12,0.0,6596.0,2075.0,0.0,857.0,15683,NYISO,2026-03-15
2026-03-15T13,0.0,6584.0,2087.0,0.0,1139.0,15952,NYISO,2026-03-15
2026-03-15T14,0.0,6471.0,2082.0,0.0,1193.0,15905,NYISO,2026-03-15
2026-03-15T15,0.0,6282.0,2087.0,0.0,1268.0,15470,NYISO,2026-03-15
2026-03-15T16,0.0,5847.0,2018.0,0.0,1321.0,15276,NYISO,2026-03-15
2026-03-15T17,0.0,5645.0,2011.0,0.0,1463.0,15012,NYISO,2026-03-15
2026-03-15T18,0.0,5582.0,2009.0,0.0,1558.0,14895,NYISO,2026-03-15
2026-03-15T19,0.0,5851.0,1965.0,0.0,1545.0,15151,NYISO,2026-03-15
2026-03-15T20,0.0,6357.0,2049.0,0.0,1722.0,15611,NYISO,2026-03-15
2026-03-15T21,0.0,6727.0,2061.0,0.0,1793.0,16446,NYISO,2026-03-15
2026-03-15T22,0.0,7485.0,2076.0,0.0,1727.0,17295,NYISO,2026-03-15
2026-03-15T23,0.0,7974.0,2079.0,0.0,1599.0,17797,NYISO,2026-03-15
2026-03-16T00,0.0,8258.0,2083.0,0.0,1505.0,18164,NYISO,2026-03-16
2026-03-16T01,0.0,8152.0,2086.0,0.0,1372.0,17854,NYISO,2026-03-16
2026-03-16T02,0.0,7588.0,2084.0,0.0,1283.0,17226,NYISO,2026-03-16
2026-03-16T03,0.0,6869.0,2064.0,0.0,1356.0,16373,NYISO,2026-03-16
2026-03-16T04,0.0,6389.0,2062.0,0.0,1334.0,15484,NYISO,2026-03-16
2026-03-16T05,0.0,6178.0,2059.0,0.0,1404.0,14802,NYISO,2026-03-16
2026-03-16T06,0.0,5580.0,1976.0,0.0,1382.0,14294,NYISO,2026-03-16
2026-03-16T07,0.0,5310.0,1927.0,0.0,1399.0,14025,NYISO,2026-03-16
2026-03-16T08,0.0,5306.0,1877.0,0.0,1444.0,13902,NYISO,2026-03-16
2026-03-16T09,0.0,5383.0,1893.0,0.0,1495.0,14060,NYISO,2026-03-16
2026-03-16T10,0.0,5631.0,2051.0,0.0,1628.0,14751,NYISO,2026-03-16
2026-03-16T11,0.0,7041.0,2070.0,0.0,1594.0,16043,NYISO,2026-03-16
2026-03-16T12,0.0,7704.0,2059.0,0.0,1727.0,17072,NYISO,2026-03-16
2026-03-16T13,0.0,7815.0,2049.0,0.0,1771.0,17348,NYISO,2026-03-16
2026-03-16T14,0.0,7768.0,2048.0,0.0,1820.0,17261,NYISO,2026-03-16
2026-03-16T15,0.0,7381.0,2027.0,0.0,1796.0,17025,NYISO,2026-03-16
2026-03-16T16,0.0,7254.0,2024.0,0.0,1729.0,16897,NYISO,2026-03-16
2026-03-16T17,0.0,7193.0,2017.0,0.0,1647.0,16612,NYISO,2026-03-16
2026-03-16T18,0.0,7174.0,1981.0,0.0,1563.0,16591,NYISO,2026-03-16
2026-03-16T19,0.0,7096.0,1974.0,0.0,1588.0,16493,NYISO,2026-03-16
2026-03-16T20,0.0,7542.0,2021.0,0.0,1454.0,16996,NYISO,2026-03-16
2026-03-16T21,0.0,8005.0,2037.0,0.0,1404.0,17549,NYISO,2026-03-16
2026-03-16T22,0.0,8319.0,2041.0,0.0,1473.0,18073,NYISO,2026-03-16
2026-03-16T23,0.0,8471.0,2045.0,0.0,1395.0,18315,NYISO,2026-03-16
2026-03-17T00,0.0,8416.0,2045.0,0.0,1200.0,18371,NYISO,2026-03-17
2026-03-17T01,0.0,8364.0,2053.0,0.0,899.0,17886,NYISO,2026-03-17
2026-03-17T02,0.0,7820.0,2041.0,0.0,1003.0,17148,NYISO,2026-03-17
2026-03-17T03,0.0,7284.0,2025.0,0.0,1087.0,16246,NYISO,2026-03-17
2026-03-17T04,0.0,7038.0,2049.0,0.0,1178.0,15323,NYISO,2026-03-17
2026-03-17T05,0.0,6813.0,2054.0,0.0,1342.0,14729,NYISO,2026-03-17
2026-03-17T06,0.0,6649.0,2007.0,0.0,1373.0,14298,NYISO,2026-03-17
2026-03-17T07,0.0,6434.0,2001.0,0.0,1385.0,14058,NYISO,2026-03-17
2026-03-17T08,0.0,6428.0,1998.0,0.0,1415.0,14063,NYISO,2026-03-17
2026-03-17T09,0.0,6617.0,2008.0,0.0,1459.0,14447,NYISO,2026-03-17
2026-03-17T10,0.0,7026.0,2058.0,0.0,1638.0,15429,NYISO,2026-03-17
2026-03-17T11,0.0,8167.0,2069.0,0.0,1650.0,16980,NYISO,2026-03-17
2026-03-17T12,0.0,8977.0,2073.0,0.0,1631.0,18112,NYISO,2026-03-17
2026-03-17T13,0.0,8524.0,2063.0,0.0,1655.0,18061,NYISO,2026-03-17
2026-03-17T14,0.0,7720.0,2055.0,0.0,1648.0,17576,NYISO,2026-03-17
2026-03-17T15,0.0,7026.0,2040.0,0.0,1673.0,16945,NYISO,2026-03-17
2026-03-17T16,0.0,6004.0,1971.0,0.0,1626.0,16408,NYISO,2026-03-17
2026-03-17T17,0.0,5911.0,1935.0,0.0,1590.0,15972,NYISO,2026-03-17
2026-03-17T18,0.0,5643.0,1937.0,0.0,1567.0,15772,NYISO,2026-03-17
2026-03-17T19,0.0,5554.0,1927.0,0.0,1515.0,15663,NYISO,2026-03-17
2026-03-17T20,0.0,5822.0,1977.0,0.0,1552.0,15983,NYISO,2026-03-17
2026-03-17T21,0.0,6652.0,2027.0,0.0,1593.0,16751,NYISO,2026-03-17
2026-03-17T22,0.0,7707.0,2023.0,0.0,1581.0,17994,NYISO,2026-03-17
2026-03-17T23,0.0,8956.0,2040.0,0.0,1467.0,19023,NYISO,2026-03-17
2026-03-18T00,0.0,9557.0,2074.0,0.0,1189.0,19694,NYISO,2026-03-18
2026-03-18T01,0.0,9399.0,2082.0,0.0,990.0,19527,NYISO,2026-03-18
2026-03-18T02,0.0,9180.0,2080.0,0.0,732.0,18901,NYISO,2026-03-18
2026-03-18T03,0.0,8795.0,2071.0,0.0,701.0,17953,NYISO,2026-03-18
